"","area","rooms","suites","bathrooms","parkings","price","neighborhood"
"8412",140,"2","1","3","1",1150000,"JA"
"8413",190,"3","1","3","1",2100000,"JA"
"8414",354,"4","4","5","5",5500000,"JA"
"8415",130,"3","1","1","1",1240000,"JA"
"8416",222,"4","1","1","2",2e+06,"JA"
"8417",70,"2","--","1","1",6e+05,"JA"
"8418",240,"3","2","4","2",2800000,"JA"
"8419",189,"2","2","3","2",2300000,"JA"
"8420",150,"2","2","4","3",1597000,"JA"
"8421",180,"3","1","2","1",1600000,"JA"
"8422",43,"1","--","1","1",550000,"JA"
"8423",240,"3","1","3","2",1700000,"JA"
"8424",73,"2","1","3","1",848000,"JA"
"8425",207,"3","1","3","2",2300000,"JA"
"8426",180,"3","--","3","1",1390000,"JA"
"8427",156,"3","1","3","1",1850000,"JA"
"8428",153,"3","1","3","1",2150000,"JA"
"8429",190,"3","1","3","1",2200000,"JA"
"8430",373,"4","3","4","4",5950000,"JA"
"8431",289,"3","3","3","5",10800000,"JA"
"8432",112,"3","1","3","1",970000,"JA"
"8433",142,"3","1","3","1",1450000,"JA"
"8434",20,"1","--","1","1",319800,"JA"
"8435",140,"3","1","4","2",1700000,"JA"
"8436",210,"4","2","4","3",2100000,"JA"
"8437",286,"3","3","3","2",4390000,"JA"
"8438",163,"3","3","4","2",2490000,"JA"
"8439",100,"3","1","3","1",1240000,"JA"
"8440",188,"3","1","3","2",2600000,"JA"
"8441",120,"3","1","3","1",1070000,"JA"
"8442",255,"3","3","3","3",4190000,"JA"
"8443",120,"3","1","3","2",1650000,"JA"
"8444",170,"3","1","3","1",1800000,"JA"
"8445",231,"4","3","5","4",3360000,"JA"
"8446",70,"2","1","2","1",1320000,"JA"
"8447",351,"3","3","3","5",9e+06,"JA"
"8448",167,"3","--","3","2",2400000,"JA"
"8449",115,"3","1","2","2",1170000,"JA"
"8450",189,"2","2","3","2",2300000,"JA"
"8451",68,"2","2","3","2",840000,"JA"
"8452",208,"3","2","5","2",2550000,"JA"
"8453",158,"3","1","4","2",2500000,"JA"
"8454",125,"3","2","4","1",1750000,"JA"
"8455",160,"3","--","3","2",1750000,"JA"
"8456",130,"3","1","2","1",1400000,"JA"
"8457",154,"3","1","3","1",1600000,"JA"
"8458",351,"4","4","6","5",9e+06,"JA"
"8459",150,"2","1","3","1",1500000,"JA"
"8460",200,"4","2","5","3",2280000,"JA"
"8461",140,"3","1","3","1",1350000,"JA"
"8462",94,"2","--","2","1",9e+05,"JA"
"8463",70,"2","1","2","1",1300000,"JA"
"8464",155,"3","1","4","1",1850000,"JA"
"8465",93,"2","1","3","1",1100000,"JA"
"8466",200,"3","1","3","1",2090000,"JA"
"8467",100,"3","1","2","1",1170000,"JA"
"8468",504,"4","4","6","5",8495000,"JA"
"8469",209,"3","3","5","4",4300000,"JA"
"8470",362,"4","2","4","3",3200000,"JA"
"8471",139,"3","1","1","1",1940000,"JA"
"8472",33,"1","1","1","1",487100,"JA"
"8473",172,"3","3","4","1",1900000,"JA"
"8474",133,"3","1","4","1",1500000,"JA"
"8475",290,"3","3","1","4",5300000,"JA"
"8476",189,"3","1","3","1",1900000,"JA"
"8477",178,"3","3","3","3",2130000,"JA"
"8478",175,"3","2","3","1",1780000,"JA"
"8479",120,"3","1","3","1",1300000,"JA"
"8480",151,"3","1","3","1",1700000,"JA"
"8481",155,"3","2","1","2",2345000,"JA"
"8482",154,"1","1","3","2",1900000,"JA"
"8483",120,"3","1","3","1",1700000,"JA"
"8484",187,"3","1","3","2",2400000,"JA"
"8485",189,"3","1","3","1",1980000,"JA"
"8486",221,"3","--","4","2",2e+06,"JA"
"8487",287,"3","3","3","2",4490000,"JA"
"8488",139,"3","1","3","2",1100000,"JA"
"8489",225,"3","3","5","3",3e+06,"JA"
"8490",70,"2","1","2","1",1222040,"JA"
"8491",223,"3","2","4","3",3200000,"JA"
"8492",223,"3","2","4","3",3200000,"JA"
"8493",138,"3","1","3","1",1500000,"JA"
"8494",70,"2","1","2","1",1315570,"JA"
"8495",230,"4","1","4","2",3300000,"JA"
"8496",150,"3","1","3","3",2800000,"JA"
"8497",263,"4","4","5","3",4200000,"JA"
"8498",120,"3","1","4","2",1500000,"JA"
"8499",115,"4","1","1","2",1500000,"JA"
"8500",160,"3","1","4","1",1580000,"JA"
"8501",62,"2","1","2","1",1290000,"JA"
"8502",165,"3","3","4","1",1650000,"JA"
"8503",81,"2","1","2","1",1100000,"JA"
"8504",34,"2","1","1","1",540000,"JA"
"8505",223,"3","2","3","2",2650000,"JA"
"8506",152,"3","1","3","1",1850000,"JA"
"8507",219,"3","1","3","2",2600000,"JA"
"8508",188,"3","1","2","2",2600000,"JA"
"8509",70,"2","1","2","1",1315570,"JA"
"8510",184,"2","1","3","1",2300000,"JA"
"8511",170,"4","3","4","2",3200000,"JA"
"8512",117,"3","1","3","1",1100000,"JA"
"8513",115,"3","1","3","1",1350000,"JA"
"8514",335,"4","4","5","4",4900000,"JA"
"8515",85,"2","--","2","1",750000,"JA"
"8516",262,"4","2","5","2",1690000,"JA"
"8517",176,"3","1","3","2",2390000,"JA"
"8518",80,"2","1","3","1",1280000,"JA"
"8519",100,"3","1","3","1",990000,"JA"
"8520",220,"4","1","3","4",2450000,"JA"
"8521",100,"2","--","2","1",970000,"JA"
"8522",123,"2","1","3","1",1650000,"JA"
"8523",113,"2","2","2","1",1400000,"JA"
"8524",215,"4","1","3","2",3e+06,"JA"
"8525",363,"4","2","3","3",3200000,"JA"
"8526",103,"2","2","3","1",1350000,"JA"
"8527",195,"4","1","4","3",3500000,"JA"
"8528",113,"2","2","2","1",1400000,"JA"
"8529",363,"4","2","3","3",3200000,"JA"
"8530",103,"2","2","3","1",1350000,"JA"
"8531",195,"4","1","4","3",3500000,"JA"
"8532",170,"3","1","2","2",2500000,"JA"
"8533",75,"2","--","2","1",540000,"JA"
"8534",160,"3","1","2","1",1060000,"JA"
"8535",128,"3","1","2","1",820000,"JA"
"8536",280,"4","3","4","3",2990000,"JA"
"8537",200,"4","3","3","3",3e+06,"JA"
"8538",110,"3","1","3","1",1150000,"JA"
"8539",181,"3","1","3","1",1400000,"JA"
"8540",210,"4","2","4","3",2680000,"JA"
"8541",222,"3","3","3","2",3390000,"JA"
"8542",140,"2","2","3","1",1800000,"JA"
"8543",85,"2","--","2","1",670000,"JA"
"8544",92,"1","--","2","--",450000,"JA"
"8545",154,"3","1","4","2",1980000,"JA"
"8546",196,"4","2","2","3",2290000,"JA"
"8547",158,"3","1","3","2",1300000,"JA"
"8548",113,"2","1","2","1",1100000,"JA"
"8549",250,"3","3","4","2",3390000,"JA"
"8550",170,"3","1","4","1",1800000,"JA"
"8551",259,"3","3","3","3",4500000,"JA"
"8552",144,"3","1","4","2",1500000,"JA"
"8553",130,"3","1","1","2",1450000,"JA"
"8554",70,"2","1","2","1",1033999,"JA"
"8555",251,"4","3","4","2",3300000,"JA"
"8556",180,"3","1","3","1",1499000,"JA"
"8557",161,"3","1","1","1",1890000,"JA"
"8558",340,"4","1","4","2",3750000,"JA"
"8559",455,"3","3","4","3",5700000,"JA"
"8560",70,"2","1","2","1",1278160,"JA"
"8561",203,"3","1","4","2",2350000,"JA"
"8562",112,"2","1","2","1",1150000,"JA"
"8563",340,"4","2","4","3",5800000,"JA"
"8564",160,"3","1","--","2",1500000,"JA"
"8565",216,"3","2","5","2",2700000,"JA"
"8566",291,"2","1","3","2",3800000,"JA"
"8567",210,"4","2","4","3",2680000,"JA"
"8568",306,"4","4","5","3",4750000,"JA"
"8569",78,"2","1","2","1",795000,"JA"
"8570",70,"2","1","2","1",1239502,"JA"
"8571",203,"3","1","3","2",2399000,"JA"
"8572",283,"3","3","5","3",4800000,"JA"
"8573",68,"2","--","3","2",1050000,"JA"
"8574",187,"3","1","3","1",2600000,"JA"
"8575",180,"3","1","1","2",2100000,"JA"
"8576",82,"2","1","3","1",850000,"JA"
"8577",150,"3","--","2","1",1700000,"JA"
"8578",167,"3","1","1","2",2300000,"JA"
"8579",40,"1","--","1","1",424000,"JA"
"8580",70,"2","1","2","1",1278160,"JA"
"8581",82,"2","1","2","2",1399000,"JA"
"8582",105,"3","1","3","1",1200000,"JA"
"8583",364,"4","3","4","3",4500000,"JA"
"8584",130,"3","1","2","1",9e+05,"JA"
"8585",800,"5","5","6","10",2.4e+07,"JA"
"8586",229,"3","2","4","2",3600000,"JA"
"8587",170,"3","1","4","1",1670000,"JA"
"8588",98,"2","2","3","1",1290000,"JA"
"8589",230,"3","3","1","2",2800000,"JA"
"8590",196,"3","3","1","3",1999000,"JA"
"8591",225,"3","1","4","2",3190000,"JA"
"8592",104,"3","1","2","1",1150000,"JA"
"8593",110,"3","--","1","1",1800000,"JA"
"8594",120,"3","1","2","1",1e+06,"JA"
"8595",180,"3","1","3","1",1499000,"JA"
"8596",280,"4","4","4","3",2710000,"JA"
"8597",140,"2","--","2","1",1470000,"JA"
"8598",190,"4","1","3","3",1899000,"JA"
"8599",120,"3","1","2","1",2500000,"JA"
"8600",135,"3","1","3","2",1350000,"JA"
"8601",250,"3","3","3","2",3990000,"JA"
"8602",105,"3","1","3","1",1200000,"JA"
"8603",119,"3","1","3","1",1270000,"JA"
"8604",104,"3","1","2","1",2129000,"JA"
"8605",210,"3","1","2","2",2280000,"JA"
"8606",150,"3","--","2","1",1700000,"JA"
"8607",190,"3","2","4","1",2550000,"JA"
"8608",162,"3","2","4","3",1980000,"JA"
"8609",162,"3","1","4","1",1800000,"JA"
"8610",111,"2","1","3","1",1485000,"JA"
"8611",207,"3","--","2","1",2600000,"JA"
"8612",189,"3","--","2","1",1900000,"JA"
"8613",368,"4","2","5","2",4800000,"JA"
"8614",127,"3","1","3","1",2250000,"JA"
"8615",178,"3","1","4","1",3e+06,"JA"
"8616",90,"1","1","1","2",1250000,"JA"
"8617",159,"3","--","2","1",1588000,"JA"
"8618",263,"3","3","1","3",4200000,"JA"
"8619",70,"2","1","2","1",1219870,"JA"
"8620",78,"2","1","2","2",850000,"JA"
"8621",189,"3","1","3","1",2100000,"JA"
"8622",303,"4","1","1","2",4090000,"JA"
"8623",354,"4","2","4","3",4500000,"JA"
"8624",230,"3","3","1","2",2800000,"JA"
"8625",229,"3","2","4","2",3600000,"JA"
"8626",320,"4","1","4","2",4e+06,"JA"
"8627",90,"1","1","4","2",1490000,"JA"
"8628",90,"3","1","3","1",840000,"JA"
"8629",330,"3","1","5","2",3350000,"JA"
"8630",40,"1","--","1","1",640000,"JA"
"8631",96,"2","--","2","1",1100000,"JA"
"8632",111,"2","1","3","1",1350000,"JA"
"8633",140,"3","1","3","1",1500000,"JA"
"8634",70,"2","1","1","1",1259450,"JA"
"8635",160,"3","1","3","2",1580000,"JA"
"8636",80,"2","--","2","1",850000,"JA"
"8637",266,"4","4","4","4",6e+06,"JA"
"8638",167,"3","--","2","2",2390000,"JA"
"8639",362,"4","3","2","4",3200000,"JA"
"8640",364,"3","3","4","3",3800000,"JA"
"8641",210,"4","3","5","4",3900000,"JA"
"8642",216,"3","1","3","2",2400000,"JA"
"8643",112,"3","1","3","2",1700000,"JA"
"8644",517,"4","3","4","4",6300000,"JA"
"8645",362,"4","4","4","4",5290000,"JA"
"8646",130,"3","2","4","1",1500000,"JA"
"8647",163,"3","3","4","2",2490000,"JA"
"8648",61,"2","1","2","2",750000,"JA"
"8649",368,"4","2","5","2",4800000,"JA"
"8650",81,"2","--","2","1",850000,"JA"
"8651",136,"2","2","3","2",2100000,"JA"
"8652",70,"2","1","2","1",990000,"JA"
"8653",119,"3","1","3","1",1750000,"JA"
"8654",186,"3","1","4","3",2650000,"JA"
"8655",49,"1","--","2","1",570000,"JA"
"8656",160,"3","3","4","1",1700000,"JA"
"8657",120,"3","--","--","--",1150000,"JA"
"8658",210,"3","1","3","1",2490000,"JA"
"8659",290,"3","3","5","2",2300000,"JA"
"8660",186,"3","1","3","2",2350000,"JA"
"8661",262,"4","2","5","2",3600000,"JA"
"8662",375,"3","3","6","3",4500000,"JA"
"8663",106,"2","--","2","1",1070000,"JA"
"8664",230,"4","4","6","4",4600000,"JA"
"8665",190,"3","1","3","1",1600000,"JA"
"8666",120,"2","1","2","1",1490000,"JA"
"8667",203,"3","3","5","2",3150000,"JA"
"8668",240,"4","1","2","2",2300000,"JA"
"8669",227,"3","1","2","2",2200000,"JA"
"8670",96,"3","1","3","1",1180000,"JA"
"8671",230,"3","1","1","2",2650000,"JA"
"8672",100,"3","1","3","1",1220000,"JP"
"8673",156,"3","3","5","2",2190000,"JP"
"8674",101,"2","2","4","1",1190000,"JP"
"8675",135,"3","1","4","1",1680000,"JP"
"8676",94,"2","2","3","2",1549000,"JP"
"8677",55,"2","2","2","1",924000,"JP"
"8678",168,"3","1","4","2",1400000,"JP"
"8679",187,"3","2","5","2",2600000,"JP"
"8680",420,"4","4","6","4",8500000,"JP"
"8681",81,"2","1","3","1",1190000,"JP"
"8682",210,"5","1","4","2",1450000,"JP"
"8683",168,"4","1","4","2",1980000,"JP"
"8684",168,"4","2","4","1",2100000,"JP"
"8685",113,"2","1","1","--",595000,"JP"
"8686",239,"3","1","3","2",2950000,"JP"
"8687",110,"3","1","3","1",1200000,"JP"
"8688",124,"3","1","3","1",1080000,"JP"
"8689",42,"1","--","1","--",350000,"JP"
"8690",100,"3","1","3","1",1250000,"JP"
"8691",190,"4","1","2","2",1399000,"JP"
"8692",79,"3","1","3","1",8e+05,"JP"
"8693",200,"3","1","4","1",1850000,"JP"
"8694",232,"4","4","6","4",4600000,"JP"
"8695",110,"3","2","3","1",1320000,"JP"
"8696",116,"2","--","1","1",745000,"JP"
"8697",125,"3","1","3","1",1300000,"JP"
"8698",127,"3","3","5","2",2250000,"JP"
"8699",130,"3","--","2","1",1e+06,"JP"
"8700",190,"2","2","5","2",2200000,"JP"
"8701",241,"3","3","5","3",4955000,"JP"
"8702",125,"3","1","--","2",1250000,"JP"
"8703",90,"2","2","2","2",990000,"JP"
"8704",155,"3","1","4","1",1850000,"JP"
"8705",215,"3","2","4","2",1900000,"JP"
"8706",226,"3","1","4","2",1940000,"JP"
"8707",112,"2","2","4","3",1900000,"JP"
"8708",90,"2","--","2","1",680000,"JP"
"8709",193,"3","3","5","2",2590000,"JP"
"8710",224,"3","3","4","2",1880000,"JP"
"8711",138,"3","1","3","1",1300000,"JP"
"8712",236,"3","1","4","1",1800000,"JP"
"8713",65,"2","2","1","1",9e+05,"JP"
"8714",157,"3","--","3","1",1910000,"JP"
"8715",94,"2","2","3","2",1528000,"JP"
"8716",133,"3","3","5","2",2115000,"JP"
"8717",140,"3","1","2","1",980000,"JP"
"8718",210,"4","2","4","3",3200000,"JP"
"8719",210,"3","1","4","2",1800000,"JP"
"8720",140,"3","1","4","2",1590000,"JP"
"8721",196,"3","1","4","1",1690000,"JP"
"8722",73,"2","--","2","1",930000,"JP"
"8723",120,"3","1","3","1",985000,"JP"
"8724",115,"3","1","4","1",1300000,"JP"
"8725",100,"3","1","4","1",1290000,"JP"
"8726",210,"3","3","5","2",2949000,"JP"
"8727",263,"4","4","6","4",5715000,"JP"
"8728",163,"3","1","3","2",2245000,"JP"
"8729",33,"1","1","1","1",320000,"JP"
"8730",45,"1","--","1","1",810000,"JP"
"8731",78,"2","--","2","1",940000,"JP"
"8732",116,"3","1","4","1",1300000,"JP"
"8733",96,"2","1","3","1",8e+05,"JP"
"8734",41,"1","--","1","1",450000,"JP"
"8735",107,"3","--","3","1",950000,"JP"
"8736",98,"2","--","2","1",950000,"JP"
"8737",133,"3","3","3","2",2224342,"JP"
"8738",251,"3","1","4","2",1350000,"JP"
"8739",132,"3","1","3","1",1600000,"JP"
"8740",124,"3","1","3","1",1230000,"JP"
"8741",132,"3","1","3","1",1590000,"JP"
"8742",100,"3","1","3","1",1200000,"JP"
"8743",115,"3","1","3","2",1600000,"JP"
"8744",130,"3","1","4","1",1250000,"JP"
"8745",124,"2","1","3","2",1680000,"JP"
"8746",133,"3","3","4","2",2050000,"JP"
"8747",94,"2","2","3","2",1540000,"JP"
"8748",176,"3","--","3","1",1600000,"JP"
"8749",115,"3","1","2","2",1300000,"JP"
"8750",132,"2","2","3","1",1470000,"JP"
"8751",100,"3","1","3","1",890000,"JP"
"8752",110,"3","1","3","1",9e+05,"JP"
"8753",290,"4","2","4","4",3200000,"JP"
"8754",114,"3","1","2","1",1050000,"JP"
"8755",141,"3","1","2","1",1390000,"JP"
"8756",101,"2","2","4","1",1190000,"JP"
"8757",90,"2","1","1","--",650000,"JP"
"8758",113,"3","1","3","1",1520000,"JP"
"8759",185,"3","1","4","2",1880000,"JP"
"8760",180,"3","1","4","1",1350000,"JP"
"8761",114,"2","1","3","1",899900,"JP"
"8762",181,"3","1","3","1",1200000,"JP"
"8763",181,"3","3","5","3",2650000,"JP"
"8764",45,"1","1","1","1",760000,"JP"
"8765",360,"4","4","7","3",3798000,"JP"
"8766",98,"2","2","4","1",1290000,"JP"
"8767",115,"2","--","1","1",850000,"JP"
"8768",156,"3","3","5","2",2180000,"JP"
"8769",371,"4","4","5","5",8e+06,"JP"
"8770",210,"4","3","5","3",2500000,"JP"
"8771",95,"3","1","3","1",990000,"JP"
"8772",347,"4","4","4","4",1e+07,"JP"
"8773",103,"3","1","3","1",675000,"JP"
"8774",136,"2","2","3","2",2070000,"JP"
"8775",120,"3","1","3","2",1570000,"JP"
"8776",161,"3","1","4","1",1335000,"JP"
"8777",259,"3","3","4","4",4350000,"JP"
"8778",244,"3","3","5","3",2390000,"JP"
"8779",120,"3","1","3","1",1120000,"JP"
"8780",100,"3","1","3","1",1220000,"JP"
"8781",345,"3","1","5","3",4500000,"JP"
"8782",140,"3","1","2","1",1685000,"JP"
"8783",65,"2","1","2","2",1190000,"JP"
"8784",284,"3","1","3","2",3950000,"JP"
"8785",99,"2","--","2","1",850000,"JP"
"8786",39,"1","1","1","1",350000,"JP"
"8787",105,"2","--","2","--",950000,"JP"
"8788",115,"3","1","2","1",960000,"JP"
"8789",240,"3","3","5","4",3600000,"JP"
"8790",160,"3","1","3","1",1698000,"JP"
"8791",160,"4","3","6","3",1900000,"JP"
"8792",115,"2","--","2","1",850000,"JP"
"8793",251,"4","1","4","2",1350000,"JP"
"8794",45,"1","--","1","1",385000,"JP"
"8795",135,"3","1","3","2",1380000,"JP"
"8796",135,"3","2","3","1",2300000,"JP"
"8797",163,"2","1","3","1",1650000,"JP"
"8798",101,"2","2","4","1",1179000,"JP"
"8799",123,"3","1","3","1",1039000,"JP"
"8800",170,"3","1","3","1",1400000,"JP"
"8801",180,"3","1","4","2",1900000,"JP"
"8802",130,"3","1","3","1",1190000,"JP"
"8803",160,"3","1","4","1",1950000,"JP"
"8804",84,"2","--","2","1",875000,"JP"
"8805",255,"4","2","5","3",3450000,"JP"
"8806",340,"4","4","6","4",4500000,"JP"
"8807",290,"4","4","6","6",2300000,"JP"
"8808",130,"3","1","3","1",1170000,"JP"
"8809",117,"3","1","3","1",850000,"JP"
"8810",138,"3","1","3","1",1300000,"JP"
"8811",74,"2","1","1","1",1280000,"JP"
"8812",165,"3","1","4","1",1450000,"JP"
"8813",97,"2","--","1","1",638000,"JP"
"8814",135,"2","--","2","--",850000,"JP"
"8815",44,"1","--","1","1",450000,"JP"
"8816",110,"3","1","2","1",1100000,"JP"
"8817",158,"3","1","3","2",1850000,"JP"
"8818",210,"4","3","3","3",2300000,"JP"
"8819",134,"3","1","2","1",1300000,"JP"
"8820",40,"1","1","1","1",8e+05,"JP"
"8821",130,"3","--","3","1",1200000,"JP"
"8822",77,"2","--","2","1",950000,"JP"
"8823",181,"3","1","4","1",1500000,"JP"
"8824",37,"1","1","1","1",370000,"JP"
"8825",96,"2","1","2","--",870000,"JP"
"8826",62,"2","1","2","1",7e+05,"JP"
"8827",354,"4","2","5","3",4500000,"JP"
"8828",100,"2","2","2","2",1800000,"JP"
"8829",25,"1","1","1","--",245000,"JP"
"8830",280,"4","1","4","2",2550000,"JP"
"8831",165,"3","3","6","2",2018000,"JP"
"8832",133,"3","3","5","3",2115000,"JP"
"8833",193,"3","3","4","2",2589000,"JP"
"8834",144,"3","2","4","2",1490000,"JP"
"8835",160,"3","1","3","1",960000,"JP"
"8836",280,"3","1","4","2",3875000,"JP"
"8837",378,"4","3","5","4",5680000,"JP"
"8838",135,"3","1","3","2",1600000,"JP"
"8839",97,"2","2","3","2",1380000,"JP"
"8840",120,"3","1","2","1",1200000,"JP"
"8841",116,"2","--","3","1",870000,"JP"
"8842",45,"1","--","1","--",370000,"JP"
"8843",119,"3","1","3","1",850000,"JP"
"8844",220,"3","3","5","3",2900001,"JP"
"8845",244,"3","2","4","3",2650000,"JP"
"8846",33,"1","1","1","1",320000,"JP"
"8847",206,"3","3","5","4",5465000,"JP"
"8848",94,"2","2","3","2",1547000,"JP"
"8849",116,"3","1","1","1",1100000,"JP"
"8850",125,"3","1","3","1",880000,"JP"
"8851",263,"4","4","1","4",8200000,"JP"
"8852",213,"3","3","4","2",2300000,"JP"
"8853",140,"3","1","3","1",1700000,"JP"
"8854",241,"3","1","4","1",2200000,"JP"
"8855",182,"3","1","3","2",2100000,"JP"
"8856",115,"3","1","3","2",1850000,"JP"
"8857",102,"2","--","2","1",1100000,"JP"
"8858",80,"2","--","2","1",850000,"JP"
"8859",164,"3","1","3","1",1595000,"JP"
"8860",270,"3","3","3","3",3e+06,"JP"
"8861",75,"2","--","2","1",680000,"JP"
"8862",72,"2","2","3","1",970000,"JP"
"8863",45,"1","--","2","1",620000,"JP"
"8864",535,"4","4","6","4",9630000,"JP"
"8865",60,"2","1","2","2",695000,"JP"
"8866",65,"2","1","2","2",1090000,"JP"
"8867",95,"2","--","2","1",8e+05,"JP"
"8868",81,"2","--","2","--",780000,"JP"
"8869",500,"5","3","4","4",4500000,"JP"
"8870",100,"3","1","3","1",1145000,"JP"
"8871",55,"2","1","2","1",910000,"JP"
"8872",236,"3","1","4","1",1650000,"JP"
"8873",250,"3","1","4","2",3200000,"JP"
"8874",165,"3","1","1","1",2170000,"JP"
"8875",126,"2","2","4","1",1350000,"JP"
"8876",206,"3","1","3","2",2170000,"JP"
"8877",82,"2","--","2","1",830000,"JP"
"8878",31,"1","--","1","1",780000,"JP"
"8879",165,"3","1","3","1",1200000,"JP"
"8880",225,"4","3","5","3",2800000,"JP"
"8881",142,"3","1","3","1",1450000,"JP"
"8882",38,"1","--","1","--",320000,"JP"
"8883",465,"4","4","7","10",8500000,"JP"
"8884",230,"4","4","6","4",2999999,"JP"
"8885",187,"3","1","4","2",2160000,"JP"
"8886",97,"2","2","3","2",1380000,"JP"
"8887",175,"3","1","3","2",1760000,"JP"
"8888",190,"3","1","3","1",1985000,"JP"
"8889",343,"4","4","5","4",4400000,"JP"
"8890",130,"3","--","3","1",1200000,"JP"
"8891",40,"1","1","1","1",489000,"JP"
"8892",127,"3","3","4","12",2180000,"JP"
"8893",160,"3","1","3","1",1690000,"JP"
"8894",80,"1","1","1","1",1680000,"JP"
"8895",181,"3","1","3","1",1350000,"JP"
"8896",55,"2","1","1","1",910000,"JP"
"8897",350,"4","4","6","5",9200000,"JP"
"8898",90,"2","2","1","--",850000,"JP"
"8899",97,"2","--","2","1",6e+05,"JP"
"8900",100,"3","1","4","1",1250000,"JP"
"8901",195,"4","4","5","3",2390000,"JP"
"8902",186,"4","1","4","2",2765000,"JP"
"8903",104,"3","1","3","2",1280000,"JP"
"8904",64,"2","--","1","--",445000,"JP"
"8905",85,"3","--","2","1",7e+05,"JP"
"8906",300,"3","2","3","1",3500000,"JP"
"8907",78,"2","--","2","1",528000,"JP"
"8908",159,"3","1","2","2",1915000,"JP"
"8909",167,"3","--","3","1",1600000,"JP"
"8910",180,"3","3","4","2",2015000,"JP"
"8911",190,"2","2","4","4",3800000,"JP"
"8912",60,"2","--","1","2",895000,"JP"
"8913",250,"3","3","5","2",3375000,"JP"
"8914",116,"2","--","1","1",850000,"JP"
"8915",100,"2","--","2","1",9e+05,"JP"
"8916",263,"4","4","6","4",7300000,"JP"
"8917",96,"2","--","2","1",8e+05,"JP"
"8918",400,"6","2","8","2",2950000,"JP"
"8919",139,"3","1","3","1",1290000,"JP"
"8920",230,"4","3","6","3",3200000,"JP"
"8921",130,"3","1","3","1",1300000,"JP"
"8922",132,"3","1","4","1",1590000,"JP"
"8923",100,"3","1","2","1",1255000,"JP"
"8924",271,"4","4","6","4",5974000,"JP"
"8925",70,"2","--","2","--",5e+05,"JP"
"8926",168,"3","1","3","1",1300000,"JP"
"8927",115,"3","1","3","1",1350000,"JP"
"8928",190,"3","3","5","3",2300000,"JP"
"8929",230,"4","1","4","2",2150000,"JP"
"8930",527,"4","4","5","6",10500000,"JP"
"8931",116,"2","--","3","1",790000,"JP"
"8932",120,"3","1","3","2",908000,"JP"
"8933",136,"3","--","3","1",1090000,"JP"
"8934",183,"4","1","3","2",1998000,"JP"
"8935",65,"2","1","2","2",1170000,"JP"
"8936",100,"3","3","5","1",1300000,"JP"
"8937",44,"1","--","1","1",390000,"JP"
"8938",398,"4","3","3","3",3750000,"JP"
"8939",98,"3","1","3","1",1060000,"JP"
"8940",276,"4","2","4","3",3200000,"JP"
"8941",107,"3","1","3","2",1390000,"JP"
"8942",56,"2","1","2","1",765000,"JP"
"8943",93,"2","1","2","1",1090000,"JP"
"8944",135,"3","1","3","1",1735000,"JP"
"8945",176,"3","1","3","2",2390000,"JP"
"8946",80,"2","--","2","1",830000,"JP"
"8947",502,"4","4","6","5",1.5e+07,"JP"
"8948",291,"3","3","5","3",4400000,"JP"
"8949",163,"3","3","4","2",2490000,"JP"
"8950",105,"3","1","3","2",1450000,"JP"
"8951",257,"3","3","5","4",5500000,"JP"
"8952",98,"2","--","2","1",990000,"JP"
"8953",159,"3","1","3","1",1690000,"JP"
"8954",133,"3","3","5","3",2600000,"JP"
"8955",170,"3","1","4","1",1500000,"JP"
"8956",90,"3","--","2","--",680000,"JP"
"8957",280,"4","2","4","4",3400000,"JP"
"8958",227,"3","3","6","4",4400000,"JP"
"8959",102,"3","2","3","1",1190000,"JP"
"8960",126,"2","1","3","1",1350000,"JP"
"8961",54,"1","1","1","1",650000,"JP"
"8962",45,"1","--","1","1",429300,"JP"
"8963",105,"2","1","2","1",850000,"JP"
"8964",100,"3","1","2","1",1220000,"JP"
"8965",85,"3","1","2","1",940000,"JP"
"8966",101,"2","2","4","1",1190000,"JP"
"8967",149,"2","1","3","2",1700000,"JP"
"8968",40,"1","--","1","1",790000,"JP"
"8969",200,"3","1","4","2",2100000,"JP"
"8970",394,"4","4","6","5",6500000,"JP"
"8971",315,"4","4","6","5",6700000,"JP"
"8972",162,"3","1","3","1",1300000,"JP"
"8973",119,"3","1","3","1",950000,"JP"
"8974",96,"2","2","3","2",1380000,"JP"
"8975",110,"3","1","3","2",1385000,"JP"
"8976",130,"2","--","2","2",1800000,"JP"
"8977",380,"4","4","--","2",4600000,"JP"
"8978",110,"2","1","3","1",1350000,"JP"
"8979",262,"4","4","6","4",6700000,"JP"
"8980",103,"3","1","3","1",940000,"JP"
"8981",206,"3","3","5","4",5200000,"JP"
"8982",107,"3","1","3","2",1270000,"JP"
"8983",56,"2","1","2","1",925000,"JP"
"8984",130,"3","1","4","1",1628000,"JP"
"8985",115,"2","2","4","2",2100000,"JP"
"8986",85,"2","1","3","1",785000,"JP"
"8987",54,"2","1","2","1",919000,"JP"
"8988",183,"3","--","3","1",1700000,"JP"
"8989",61,"2","1","2","1",768000,"JP"
"8990",120,"3","1","2","1",1400000,"JP"
"8991",178,"4","2","5","2",1950000,"JP"
"8992",150,"3","2","4","3",1990000,"JP"
"8993",42,"1","1","1","--",360000,"JP"
"8994",125,"3","1","3","2",1350000,"JP"
"8995",94,"2","2","2","2",1549000,"JP"
