"","area","rooms","suites","bathrooms","parkings","price","neighborhood"
"1",230,"3","3","5","3",3790000,"JA"
"2",85,"2","1","2","1",1390000,"JA"
"3",136,"3","1","3","1",1590000,"JA"
"4",136,"3","1","4","1",1500000,"JA"
"5",310,"3","1","4","2",4150000,"JA"
"6",122,"3","1","3","1",1700000,"JA"
"7",252,"4","1","4","2",1350000,"JA"
"8",136,"3","1","1","2",1800000,"JA"
"9",130,"3","1","4","2",1400000,"JA"
"10",130,"3","1","4","2",1350000,"JA"
"11",186,"3","--","2","1",1900000,"JA"
"12",90,"2","1","1","--",1200000,"JA"
"13",82,"2","1","3","1",1190000,"JA"
"14",220,"3","1","3","1",1950000,"JA"
"15",125,"3","1","4","1",1500000,"JA"
"16",136,"3","1","3","1",1500000,"JA"
"17",117,"2","2","4","1",1900000,"JA"
"18",160,"3","--","3","2",2e+06,"JA"
"19",96,"3","--","3","1",850000,"JA"
"20",71,"2","1","2","3",1220461,"JA"
"21",70,"2","2","3","1",1200000,"JA"
"22",70,"2","2","3","2",8e+05,"JA"
"23",200,"3","1","4","2",2700000,"JA"
"24",420,"3","1","5","4",1.2e+07,"JA"
"25",110,"3","2","2","1",1350000,"JA"
"26",100,"3","1","3","1",980000,"JA"
"27",222,"4","2","1","2",2800000,"JA"
"28",258,"4","1","4","2",1600000,"JA"
"29",142,"3","1","3","2",1700000,"JA"
"30",125,"3","1","4","1",1570000,"JA"
"31",173,"3","--","3","1",1950000,"JA"
"32",228,"3","1","1","1",2190000,"JA"
"33",162,"2","2","3","2",1600000,"JA"
"34",124,"3","1","3","2",1380000,"JA"
"35",129,"3","--","3","1",1200000,"JA"
"36",195,"2","2","2","2",5161001,"JA"
"37",29,"1","1","1","1",4e+05,"JA"
"38",365,"4","2","6","2",6650000,"JA"
"39",183,"3","1","4","3",2500000,"JA"
"40",80,"1","1","2","1",990000,"JA"
"41",70,"2","1","2","1",1027000,"JA"
"42",173,"3","1","3","2",1750000,"JA"
"43",140,"3","1","3","1",1386000,"JA"
"44",274,"3","1","5","2",4400000,"JA"
"45",240,"4","3","4","4",2400000,"JA"
"46",151,"3","1","3","3",2600000,"JA"
"47",230,"4","4","6","4",4700000,"JA"
"48",135,"2","1","3","2",1700000,"JA"
"49",76,"2","--","2","1",7e+05,"JA"
"50",123,"2","2","4","1",1750000,"JA"
"51",188,"3","1","3","2",2600000,"JA"
"52",231,"4","1","5","2",3700000,"JA"
"53",207,"3","1","4","2",2200000,"JA"
"54",152,"3","1","4","1",1600000,"JA"
"55",291,"3","3","5","3",4400000,"JA"
"56",310,"4","4","6","4",4500000,"JA"
"57",190,"3","1","1","2",1850000,"JA"
"58",753,"5","5","7","8",29800000,"JA"
"59",202,"3","1","1","1",1800000,"JA"
"60",230,"3","3","5","2",2700000,"JA"
"61",230,"3","3","4","3",3790000,"JA"
"62",96,"2","1","2","1",1350000,"JA"
"63",116,"3","1","4","1",1e+06,"JA"
"64",149,"3","1","3","1",1590000,"JA"
"65",200,"3","--","3","--",8e+05,"JA"
"66",120,"3","1","2","1",1190000,"JA"
"67",118,"3","--","--","1",1400000,"JA"
"68",120,"3","1","4","1",1400000,"JA"
"69",220,"3","1","4","2",2400000,"JA"
"70",220,"3","1","1","1",2300000,"JA"
"71",152,"2","1","4","1",2200000,"JA"
"72",250,"2","1","4","2",3200000,"JA"
"73",144,"3","1","3","1",1915000,"JA"
"74",188,"4","4","1","4",3390000,"JA"
"75",170,"3","1","3","1",1670000,"JA"
"76",238,"3","1","3","1",3980000,"JA"
"77",360,"3","3","5","5",8500000,"JA"
"78",204,"3","1","1","1",2300000,"JA"
"79",203,"3","3","5","2",3140000,"JA"
"80",360,"4","2","5","3",4800000,"JA"
"81",218,"3","3","5","2",2980000,"JA"
"82",220,"3","1","3","1",1950000,"JA"
"83",146,"3","1","3","1",1280000,"JA"
"84",210,"4","3","4","4",3900000,"JA"
"85",120,"2","1","3","2",1200000,"JA"
"86",85,"1","1","2","1",1100000,"JA"
"87",207,"3","1","4","1",1990000,"JA"
"88",335,"4","2","5","3",5300000,"JA"
"89",230,"3","1","3","2",2800000,"JA"
"90",159,"3","1","3","1",1550000,"JA"
"91",315,"4","4","6","5",7900000,"JA"
"92",184,"3","3","4","3",2900000,"JA"
"93",300,"3","1","3","2",4500000,"JA"
"94",95,"2","1","2","1",1100000,"JA"
"95",300,"3","1","3","2",3700000,"JA"
"96",224,"3","3","5","2",1950000,"JA"
"97",170,"2","1","4","2",2200000,"JA"
"98",220,"3","1","4","2",3500000,"JA"
"99",163,"2","1","2","1",1600000,"JA"
"100",207,"4","2","6","4",2750000,"JA"
"101",219,"3","2","4","2",2300000,"JA"
"102",70,"2","1","1","1",1014897,"JA"
"103",110,"2","1","3","1",1400000,"JA"
"104",351,"3","1","4","2",4e+06,"JA"
"105",315,"4","4","5","5",6500000,"JA"
"106",141,"3","1","3","1",1280000,"JA"
"107",230,"3","3","5","3",3777000,"JA"
"108",89,"2","--","2","1",745000,"JA"
"109",220,"3","3","5","3",2950000,"JA"
"110",75,"2","--","1","1",8e+05,"JA"
"111",70,"2","--","1","1",630000,"JA"
"112",230,"3","1","4","2",2498000,"JA"
"113",220,"3","3","4","2",2650000,"JA"
"114",189,"3","1","3","1",1980000,"JA"
"115",155,"3","1","3","1",1850000,"JA"
"116",230,"3","3","5","3",3790000,"JA"
"117",144,"3","1","3","1",1450000,"JA"
"118",102,"2","--","2","1",1100000,"JA"
"119",206,"3","1","4","2",2050000,"JA"
"120",220,"3","1","4","3",2700000,"JA"
"121",165,"4","1","3","1",1600000,"JA"
"122",310,"4","2","3","3",3800000,"JA"
"123",290,"4","4","6","4",2600000,"JA"
"124",94,"2","2","2","2",1549000,"JA"
"125",115,"3","1","3","1",1350000,"JA"
"126",161,"3","1","3","1",2130000,"JA"
"127",176,"2","2","4","1",2950000,"JA"
"128",170,"3","1","4","1",1750000,"JA"
"129",220,"2","2","4","2",4400000,"JA"
"130",237,"4","1","4","1",1690000,"JA"
"131",203,"3","3","4","2",3150000,"JA"
"132",106,"3","--","2","1",820000,"JA"
"133",155,"3","2","4","1",2380000,"JA"
"134",200,"3","1","4","3",2700000,"JA"
"135",270,"4","2","5","2",3400000,"JA"
"136",132,"2","1","3","1",1550000,"JA"
"137",123,"3","1","3","1",1252000,"JA"
"138",75,"2","1","3","1",8e+05,"JA"
"139",140,"3","1","3","1",1700000,"JA"
"140",76,"2","--","2","1",790000,"JA"
"141",197,"3","1","3","2",2500000,"JA"
"142",306,"4","2","3","3",3e+06,"JA"
"143",350,"4","4","7","5",1e+07,"JA"
"144",161,"3","3","3","2",3590000,"JA"
"145",88,"2","2","2","1",1450000,"JA"
"146",190,"3","3","5","3",2300000,"JA"
"147",184,"3","1","3","1",2350000,"JA"
"148",232,"4","4","6","4",4600000,"JA"
"149",230,"4","3","5","4",3348000,"JA"
"150",142,"3","1","3","2",1700000,"JA"
"151",94,"2","1","3","1",1290000,"JA"
"152",153,"3","1","4","2",1420000,"JA"
"153",220,"4","1","3","2",2800000,"JA"
"154",70,"2","1","2","1",1348500,"JA"
"155",140,"3","--","4","1",1700000,"JA"
"156",587,"4","1","3","3",3725000,"JA"
"157",140,"3","2","2","1",1750000,"JA"
"158",60,"1","1","1","1",1050000,"JA"
"159",420,"4","2","6","4",1.2e+07,"JA"
"160",120,"3","1","3","2",1399000,"JA"
"161",114,"2","1","2","1",1650000,"JA"
"162",150,"3","1","3","2",1700000,"JA"
"163",135,"3","1","4","1",1500000,"JA"
"164",286,"3","3","5","2",4390000,"JA"
"165",360,"4","2","4","3",8500000,"JA"
"166",164,"3","1","3","2",1450000,"JA"
"167",222,"3","3","1","2",3290000,"JA"
"168",29,"1","--","1","1",430000,"JA"
"169",95,"2","1","2","1",1100000,"JA"
"170",90,"2","2","3","2",1490000,"JA"
"171",172,"3","1","3","1",1380000,"JA"
"172",188,"3","1","3","2",2600000,"JA"
"173",133,"3","1","4","1",1500000,"JA"
"174",105,"2","2","4","1",1050000,"JA"
"175",139,"3","1","3","1",1300000,"JA"
"176",201,"3","1","4","3",2800000,"JA"
"177",240,"3","1","4","2",2800000,"JA"
"178",115,"3","1","1","2",1500000,"JA"
"179",98,"2","--","2","1",960000,"JA"
"180",155,"3","1","3","2",1800000,"JA"
"181",140,"2","1","4","1",1550000,"JA"
"182",280,"3","1","3","3",3200000,"JA"
"183",145,"3","2","4","2",2180000,"JA"
"184",156,"3","3","4","2",2180000,"JA"
"185",155,"3","1","4","1",1850000,"JA"
"186",140,"3","1","2","1",1596000,"JA"
"187",291,"3","3","5","3",4500000,"JA"
"188",205,"3","3","5","2",4500000,"JA"
"189",287,"3","3","5","2",4380000,"JA"
"190",228,"3","1","4","2",3158000,"JA"
"191",160,"3","1","3","2",1580000,"JA"
"192",151,"3","1","4","3",2800000,"JA"
"193",307,"4","1","4","3",2998000,"JA"
"194",100,"3","1","4","1",1240000,"JA"
"195",170,"3","1","1","1",1800000,"JA"
"196",220,"2","2","3","2",4400000,"JA"
"197",70,"2","1","2","1",1038672,"JA"
"198",100,"3","1","3","1",1e+06,"JA"
"199",115,"3","1","3","1",1350000,"JA"
"200",159,"3","1","3","1",1700000,"JA"
"201",350,"4","4","6","3",6e+06,"JA"
"202",240,"3","1","3","2",2650000,"JA"
"203",70,"2","1","2","1",1020000,"JA"
"204",70,"2","1","2","1",1019000,"JA"
"205",287,"3","3","5","2",4390000,"JA"
"206",170,"3","2","4","1",2200000,"JA"
"207",70,"2","2","2","1",1197109,"JA"
"208",210,"3","1","4","2",3200000,"JA"
"209",167,"3","1","4","2",2300000,"JA"
"210",170,"3","1","4","1",1795000,"JA"
"211",153,"3","1","3","1",2150000,"JA"
"212",135,"3","1","4","1",1500000,"JA"
"213",220,"3","--","3","2",1800000,"JA"
"214",214,"3","3","5","3",3190000,"JA"
"215",105,"3","1","3","2",1498000,"JA"
"216",410,"4","1","2","3",3724000,"JA"
"217",220,"3","3","4","2",2650000,"JA"
"218",192,"3","1","4","2",2500000,"JA"
"219",155,"3","1","1","2",2350000,"JA"
"220",109,"2","1","3","1",1550000,"JA"
"221",153,"3","1","3","1",2150000,"JA"
"222",39,"1","--","1","1",425000,"JA"
"223",136,"3","1","1","3",1700000,"JA"
"224",184,"3","3","5","2",3100000,"JA"
"225",210,"3","3","5","4",3940000,"JA"
"226",77,"2","--","2","1",8e+05,"JA"
"227",125,"3","1","3","2",1650000,"JA"
"228",390,"4","2","4","3",7500000,"JA"
"229",203,"3","1","3","1",2400000,"JA"
"230",151,"3","1","3","1",1548000,"JA"
"231",295,"4","1","4","3",3980000,"JA"
"232",143,"2","1","3","2",2300000,"JA"
"233",270,"4","2","4","2",3300000,"JA"
"234",117,"2","1","3","1",1600000,"JA"
"235",112,"3","1","1","1",1200000,"JA"
"236",112,"2","2","2","1",1790000,"JA"
"237",275,"4","3","6","3",4500000,"JA"
"238",380,"4","4","6","5",7700000,"JA"
"239",115,"3","1","3","1",1350000,"JA"
"240",120,"3","1","4","2",1450000,"JA"
"241",110,"2","1","4","1",1485000,"JA"
"242",153,"2","2","5","2",3e+06,"JA"
"243",200,"3","3","5","2",3800000,"JA"
"244",212,"3","1","4","2",2e+06,"JA"
"245",156,"3","3","4","2",2270000,"JA"
"246",117,"2","2","4","1",1750000,"JA"
"247",220,"3","3","5","2",2900000,"JA"
"248",180,"3","1","3","1",1880000,"JA"
"249",140,"3","1","4","1",1500000,"JA"
"250",151,"2","2","3","3",2850000,"JA"
"251",140,"2","1","2","1",1710000,"JA"
"252",189,"3","1","3","1",1900000,"JA"
"253",120,"3","1","3","2",1500000,"JA"
"254",205,"3","3","4","4",4300000,"JA"
"255",115,"3","1","2","1",1300000,"JA"
"256",290,"4","2","5","2",4790000,"JA"
"257",85,"2","--","2","1",670000,"JA"
"258",300,"4","3","6","3",4500000,"JA"
"259",179,"3","3","4","3",2600000,"JA"
"260",145,"1","1","3","3",2500000,"JA"
"261",90,"2","2","2","2",1700000,"JA"
"262",210,"4","3","6","2",4e+06,"JA"
"263",144,"3","1","3","1",1915000,"JA"
"264",169,"3","1","3","1",1750000,"JA"
"265",81,"2","--","2","1",850000,"JA"
"266",156,"3","3","4","2",2270000,"JA"
"267",139,"2","2","3","3",2800000,"JA"
"268",380,"4","4","7","3",6650000,"JA"
"269",290,"4","2","7","3",2950000,"JA"
"270",151,"3","3","4","3",2460000,"JA"
"271",60,"2","--","1","1",8e+05,"JA"
"272",323,"5","2","4","3",2800000,"JA"
"273",113,"3","1","3","2",1600000,"JA"
"274",140,"3","2","6","2",1600000,"JA"
"275",127,"3","1","3","1",1650000,"JA"
"276",147,"3","1","4","2",1500000,"JA"
"277",110,"2","2","4","1",1350000,"JA"
"278",110,"3","1","4","2",1410000,"JA"
"279",163,"3","3","4","2",2470000,"JA"
"280",133,"3","3","4","3",2445773,"JA"
"281",162,"3","1","3","1",1750000,"JA"
"282",273,"3","1","4","2",2900000,"JA"
"283",183,"4","1","4","3",2500000,"JA"
"284",90,"2","--","2","--",9e+05,"JA"
"285",250,"3","2","3","2",2389000,"JA"
"286",228,"4","2","6","3",3300000,"JA"
"287",191,"3","1","4","1",2500000,"JA"
"288",190,"4","2","3","3",1900000,"JA"
"289",200,"3","1","4","1",2500000,"JA"
"290",287,"3","1","4","2",2950000,"JA"
"291",120,"2","1","1","--",8e+05,"JA"
"292",320,"4","2","4","2",7200000,"JA"
"293",136,"3","1","3","1",1590000,"JA"
"294",90,"2","--","--","1",980000,"JA"
"295",222,"4","1","4","3",2700000,"JA"
"296",170,"3","1","2","2",1350000,"JA"
"297",227,"3","2","4","2",3160000,"JA"
"298",205,"3","3","4","4",4300000,"JA"
"299",290,"4","2","5","3",2700000,"JA"
"300",241,"4","2","4","2",2700000,"JA"
"301",350,"4","4","6","4",4900000,"JA"
"302",250,"3","1","4","2",2600000,"JA"
"303",248,"3","1","3","1",2800000,"JA"
"304",223,"3","3","4","1",2180000,"JA"
"305",81,"2","1","3","1",1280000,"JA"
"306",122,"3","1","3","2",1500000,"JA"
"307",130,"3","1","4","2",1450000,"JA"
"308",255,"3","--","5","5",6300000,"JA"
"309",162,"3","1","4","1",1750000,"JA"
"310",90,"3","1","3","1",840000,"JA"
"311",303,"4","1","3","3",3725000,"JA"
"312",142,"3","1","3","2",1698000,"JA"
"313",70,"2","1","1","1",1202974,"JA"
"314",222,"3","3","5","2",3290000,"JA"
"315",251,"4","1","4","2",1980000,"JA"
"316",235,"4","2","5","4",5720000,"JA"
"317",273,"3","1","4","2",3150000,"JA"
"318",96,"2","1","3","1",1350000,"JA"
"319",118,"3","1","3","1",1580000,"JA"
"320",81,"2","--","2","1",850000,"JA"
"321",126,"3","2","1","2",1300000,"JA"
"322",368,"4","2","5","2",4800000,"JA"
"323",40,"1","1","1","1",560000,"JA"
"324",153,"3","--","3","1",2300000,"JA"
"325",206,"3","1","3","2",2200000,"JA"
"326",230,"3","3","5","3",3790000,"JA"
"327",155,"3","1","1","1",1900000,"JA"
"328",150,"3","1","3","1",1850000,"JA"
"329",90,"2","2","2","2",1450000,"JA"
"330",80,"2","1","2","--",650000,"JA"
"331",227,"3","3","5","4",4500000,"JA"
"332",210,"3","1","4","2",2200000,"JA"
"333",150,"2","2","3","3",1590000,"JA"
"334",300,"3","2","5","2",3500000,"JA"
"335",190,"4","1","5","3",2800000,"JA"
"336",98,"1","--","2","1",1600000,"JA"
"337",100,"2","--","1","1",970000,"JA"
"338",208,"3","1","3","1",1500000,"JA"
"339",189,"3","1","3","1",1900000,"JA"
"340",150,"3","2","3","2",2145000,"JA"
"341",143,"2","1","3","2",2300000,"JA"
"342",138,"3","1","2","2",1650000,"JA"
"343",230,"4","1","1","2",2500000,"JA"
"344",142,"3","1","1","1",1390000,"JA"
"345",140,"3","1","3","1",1700000,"JA"
"346",196,"3","3","5","3",2100000,"JA"
"347",365,"4","2","5","2",6830000,"JA"
"348",63,"2","--","1","--",530000,"JA"
"349",402,"4","2","5","2",5e+06,"JA"
"350",106,"3","1","3","2",1850000,"JA"
"351",227,"3","1","3","2",3160000,"JA"
"352",140,"3","1","2","1",1500000,"JA"
"353",200,"3","1","3","1",1900000,"JA"
"354",292,"3","1","4","2",2500000,"JA"
"355",110,"3","1","3","1",1200000,"JA"
"356",70,"2","1","2","1",1028000,"JA"
"357",252,"3","1","4","2",3200000,"JA"
"358",124,"2","2","3","2",1680000,"JA"
"359",142,"3","1","3","2",1687400,"JA"
"360",360,"4","4","6","4",4900000,"JA"
"361",176,"4","4","4","3",2100000,"JA"
"362",184,"3","1","1","2",2500000,"JA"
"363",80,"2","--","2","1",890000,"JA"
"364",112,"2","1","3","1",1690000,"JA"
"365",103,"2","2","3","1",1350000,"JA"
"366",191,"3","1","3","2",1935000,"JA"
"367",460,"4","2","3","3",4e+06,"JA"
"368",300,"3","2","4","2",3500000,"JA"
"369",110,"3","1","3","1",1290000,"JA"
"370",162,"3","1","1","1",1750000,"JA"
"371",354,"4","4","6","4",5500000,"JA"
"372",220,"3","2","4","3",3200000,"JA"
"373",285,"3","3","5","2",3990000,"JA"
"374",118,"2","2","3","2",2547000,"JA"
"375",201,"3","1","4","3",3e+06,"JA"
"376",105,"2","2","3","1",1300000,"JA"
"377",235,"4","3","6","4",6e+06,"JA"
"378",150,"3","1","3","1",2e+06,"JA"
"379",255,"3","2","5","5",6900000,"JA"
"380",182,"3","3","4","3",2650000,"JA"
"381",190,"3","1","3","1",2200000,"JA"
"382",227,"3","2","4","2",3160000,"JA"
"383",193,"3","1","1","1",2050000,"JA"
"384",189,"2","1","1","1",1460000,"JA"
"385",168,"4","2","4","2",1800000,"JA"
"386",135,"2","2","4","1",1350000,"JA"
"387",60,"1","1","1","1",1041861,"JA"
"388",160,"3","3","4","2",2270000,"JA"
"389",190,"4","1","4","4",2800000,"JA"
"390",119,"3","2","3","2",2100000,"JA"
"391",178,"3","1","4","1",1500000,"JA"
"392",85,"2","--","1","1",960000,"JA"
"393",455,"4","3","6","4",5800000,"JA"
"394",345,"3","1","1","5",4500000,"JA"
"395",165,"3","1","3","2",1980000,"JA"
"396",158,"3","1","1","1",2250000,"JA"
"397",85,"2","--","2","1",670000,"JA"
"398",94,"2","--","2","1",9e+05,"JA"
"399",151,"3","1","3","3",2800000,"JA"
"400",530,"4","4","7","4",1.2e+07,"JA"
"401",146,"3","3","3","2",1800000,"JA"
"402",87,"2","2","2","1",880000,"JA"
"403",222,"3","1","4","2",2e+06,"JA"
"404",250,"3","2","3","2",2389000,"JA"
"405",208,"3","1","1","2",2500000,"JA"
"406",172,"3","3","4","1",1900000,"JA"
"407",190,"4","2","4","3",2300000,"JA"
"408",203,"2","1","2","2",2199000,"JA"
"409",187,"3","1","3","1",1700000,"JA"
"410",80,"2","--","1","--",820000,"JA"
"411",208,"3","3","4","2",3200000,"JA"
"412",136,"3","1","3","2",1700000,"JA"
"413",100,"3","1","2","1",1170000,"JA"
"414",71,"2","1","2","1",1172000,"JA"
"415",165,"3","1","2","2",1800000,"JA"
"416",80,"2","1","2","1",840000,"JA"
"417",350,"4","3","6","4",4900000,"JA"
"418",262,"4","2","2","2",2600000,"JA"
"419",198,"3","3","5","2",2650000,"JA"
"420",412,"4","3","4","3",5300000,"JA"
"421",163,"3","3","5","2",2450000,"JA"
"422",208,"3","1","4","2",2700000,"JA"
"423",81,"2","1","2","1",1270000,"JA"
"424",380,"4","2","4","4",8500000,"JA"
"425",287,"3","3","4","2",4490000,"JA"
"426",153,"3","--","3","1",2300000,"JA"
"427",90,"3","1","3","1",840000,"JA"
"428",260,"4","1","4","2",2100000,"JA"
"429",323,"4","2","5","3",2800000,"JA"
"430",55,"1","1","1","1",980000,"JA"
"431",260,"3","1","4","2",3300000,"JA"
"432",250,"3","1","4","2",2600000,"JA"
"433",160,"4","2","3","2",1600000,"JA"
"434",156,"3","2","2","1",1800000,"JA"
"435",223,"3","3","5","2",2948000,"JA"
"436",110,"2","1","1","1",1485000,"JA"
"437",300,"4","2","4","2",3900000,"JA"
"438",207,"3","1","3","2",2100000,"JA"
"439",103,"3","1","2","1",1200000,"JA"
"440",163,"3","3","5","2",2490000,"JA"
"441",110,"2","1","3","1",1485000,"JA"
"442",188,"4","2","3","2",2300000,"JA"
"443",375,"4","4","1","3",4300000,"JA"
"444",235,"4","2","5","5",5725000,"JA"
"445",235,"4","2","5","5",5725000,"JA"
"446",100,"3","1","2","1",1240000,"JA"
"447",151,"3","1","3","1",1700000,"JA"
"448",410,"4","4","8","4",5790000,"JA"
"449",220,"4","1","3","2",2170000,"JA"
"450",101,"2","2","2","1",1370000,"JA"
"451",154,"3","1","2","1",1800000,"JA"
"452",225,"4","3","4","3",3e+06,"JA"
"453",150,"2","2","3","3",1590000,"JA"
"454",71,"2","1","2","1",990000,"JA"
"455",85,"3","1","2","1",940000,"JA"
"456",120,"3","1","3","--",1300000,"JA"
"457",169,"3","1","3","1",1800000,"JA"
"458",300,"3","1","3","2",3900000,"JA"
"459",300,"3","3","3","5",4e+06,"JA"
"460",70,"2","1","2","1",869076,"JA"
"461",150,"3","1","1","1",1595000,"JA"
"462",163,"3","3","4","2",2470000,"JA"
"463",155,"3","1","3","1",1650000,"JA"
"464",517,"4","2","6","3",6300000,"JA"
"465",92,"2","2","3","2",1490000,"JA"
"466",117,"3","1","1","1",1200000,"JA"
"467",232,"3","2","4","2",3480000,"JA"
"468",169,"3","1","2","2",2e+06,"JA"
"469",86,"2","2","3","2",1400000,"JA"
"470",140,"3","1","3","1",1600000,"JA"
"471",130,"3","1","3","1",1500000,"JA"
"472",115,"3","1","3","1",1290000,"JA"
"473",70,"2","1","2","1",1170000,"JA"
"474",152,"3","3","5","3",2750000,"JA"
"475",172,"3","--","4","1",1950000,"JA"
"476",200,"3","3","5","3",2290000,"JA"
"477",115,"3","2","4","1",1400000,"JA"
"478",142,"3","1","3","1",1150000,"JA"
"479",115,"3","1","3","1",1170000,"JA"
"480",115,"3","1","3","2",1494000,"JA"
"481",250,"3","1","4","2",2850000,"JA"
"482",73,"2","--","2","1",730000,"JA"
"483",203,"3","1","4","2",2350000,"JA"
"484",94,"1","1","3","1",1530000,"JA"
"485",156,"3","1","4","2",2290000,"JA"
"486",380,"4","4","5","5",8200000,"JA"
"487",295,"4","1","5","2",3800000,"JA"
"488",89,"2","--","2","--",770000,"JA"
"489",136,"3","1","3","1",1450000,"JA"
"490",230,"4","4","6","5",4500000,"JA"
"491",180,"3","1","3","2",1650000,"JA"
"492",167,"4","1","1","2",1850000,"JA"
"493",320,"3","3","5","3",4580000,"JA"
"494",163,"2","1","3","1",1600000,"JA"
"495",255,"3","2","2","2",3800000,"JA"
"496",186,"3","1","1","1",1600000,"JA"
"497",113,"2","2","2","1",1400000,"JA"
"498",270,"3","2","5","3",3e+06,"JA"
"499",100,"3","1","4","1",1240000,"JA"
"500",115,"3","1","2","2",1495000,"JA"
"501",292,"3","3","4","3",3990000,"JA"
"502",159,"3","1","3","1",1690000,"JA"
"503",380,"4","2","4","4",8500000,"JA"
"504",115,"3","1","3","1",1150000,"JA"
"505",71,"2","1","2","1",1195000,"JA"
"506",222,"4","1","1","2",2215000,"JA"
"507",208,"3","1","5","2",2600000,"JA"
"508",162,"3","1","4","1",1750000,"JA"
"509",280,"4","1","5","2",2600000,"JA"
"510",230,"4","2","4","2",2980000,"JA"
"511",146,"3","1","3","1",1650000,"JA"
"512",95,"2","2","3","1",1300000,"JA"
"513",110,"3","1","3","1",1290000,"JA"
"514",75,"2","--","2","1",680000,"JA"
"515",165,"3","3","4","1",1790000,"JA"
"516",140,"3","1","2","1",1865000,"JA"
"517",165,"3","1","3","2",1780000,"JA"
"518",85,"2","1","2","1",850000,"JA"
"519",192,"4","1","3","2",2800000,"JA"
"520",96,"2","--","2","1",1150000,"JA"
"521",166,"4","1","2","--",1490000,"JA"
"522",130,"3","1","3","1",1400000,"JA"
"523",162,"3","1","4","1",1700000,"JA"
"524",160,"3","3","2","3",2700000,"JA"
"525",290,"4","2","3","2",4790000,"JA"
"526",125,"3","1","3","1",1650000,"JA"
"527",350,"4","3","6","4",4900000,"JA"
"528",82,"2","--","2","1",948000,"JA"
"529",130,"3","1","2","1",1340000,"JA"
"530",195,"4","3","4","3",3e+06,"JA"
"531",84,"2","1","3","1",1300000,"JA"
"532",146,"3","1","3","1",1400000,"JA"
"533",168,"4","1","4","2",2340000,"JA"
"534",125,"3","1","4","1",1500000,"JA"
"535",175,"3","2","4","1",1780000,"JA"
"536",114,"2","2","3","1",1790000,"JA"
"537",210,"4","3","6","4",4400000,"JA"
"538",160,"3","1","4","2",1600000,"JA"
"539",405,"4","4","5","5",1.2e+07,"JA"
"540",96,"3","1","3","1",8e+05,"JA"
"541",169,"3","1","3","1",1670000,"JA"
"542",140,"3","1","3","1",1300000,"JA"
"543",205,"3","1","4","2",2e+06,"JA"
"544",209,"3","3","3","3",2170000,"JA"
"545",224,"4","2","3","2",1790000,"JA"
"546",260,"3","1","3","2",3500000,"JA"
"547",260,"4","1","3","2",2150000,"JA"
"548",230,"3","2","5","3",3790000,"JA"
"549",137,"3","1","3","3",1870000,"JA"
"550",110,"3","1","3","1",1100000,"JA"
"551",187,"3","1","3","1",2350000,"JA"
"552",250,"3","1","4","2",3300000,"JA"
"553",286,"3","3","4","2",4390000,"JA"
"554",455,"3","3","4","3",5700000,"JA"
"555",190,"4","2","4","3",1950000,"JA"
"556",156,"3","3","5","2",2190000,"JA"
"557",120,"2","2","2","1",1750000,"JA"
"558",150,"3","1","3","2",1780000,"JA"
"559",40,"1","1","1","1",560000,"JA"
"560",195,"4","1","3","2",2180000,"JA"
"561",224,"3","3","5","2",2750000,"JA"
"562",160,"3","1","3","2",1600000,"JA"
"563",90,"3","1","2","1",940000,"JA"
"564",213,"4","1","4","2",2500000,"JA"
"565",86,"2","--","1","1",780000,"JA"
"566",144,"3","1","3","1",1300000,"JA"
"567",287,"3","3","5","2",4390000,"JA"
"568",360,"4","4","6","4",6e+06,"JA"
"569",96,"3","1","3","1",820000,"JA"
"570",234,"4","2","5","3",4e+06,"JA"
"571",220,"3","1","4","2",3400000,"JA"
"572",286,"3","3","5","2",4380000,"JA"
"573",123,"2","2","3","2",1739000,"JA"
"574",180,"3","1","3","2",1650000,"JA"
"575",109,"3","1","3","1",1350000,"JA"
"576",220,"3","--","4","3",1800000,"JA"
"577",250,"4","1","2","2",2500000,"JA"
"578",150,"2","1","3","1",1500000,"JA"
"579",232,"4","4","4","4",4700000,"JA"
"580",207,"3","1","4","2",1980000,"JA"
"581",98,"1","1","2","1",1600000,"JA"
"582",70,"1","1","2","2",1800000,"JA"
"583",207,"3","1","2","2",2750000,"JA"
"584",172,"3","--","4","1",1950000,"JA"
"585",105,"3","1","1","1",996000,"JA"
"586",94,"2","1","2","1",1290000,"JA"
"587",178,"3","--","2","1",1800000,"JA"
"588",156,"3","1","2","2",2290000,"JA"
"589",204,"3","1","4","2",2050000,"JA"
"590",180,"4","1","4","3",2300000,"JA"
"591",223,"3","1","1","2",2600000,"JA"
"592",105,"2","1","2","1",1500000,"JA"
"593",130,"3","1","2","1",1500000,"JA"
"594",135,"3","1","3","1",1430000,"JA"
"595",156,"3","3","5","2",2188000,"JA"
"596",270,"4","3","4","2",3940000,"JA"
"597",110,"3","1","3","2",980000,"JA"
"598",138,"3","1","3","1",1500000,"JA"
"599",142,"3","1","3","1",1150000,"JA"
"600",121,"4","1","3","1",1300000,"JA"
"601",130,"3","1","3","1",1500000,"JA"
"602",280,"3","1","3","2",2700000,"JA"
"603",156,"3","1","2","2",2289000,"JA"
"604",103,"2","2","3","1",1350000,"JA"
"605",294,"4","1","4","3",2500000,"JA"
"606",300,"4","4","4","2",4500000,"JA"
"607",27,"1","1","1","1",350000,"JA"
